gene	GSM1220552	GSM1220553	GSM1220554	GSM1220555	GSM1220556	GSM1220557	GSM1220558	GSM1220559
ENSG00000013523	1.43	8.48	10.17	9.89	8.11	8.13	7.53	12.66
ENSG00000013561	11.32	15.08	10.42	14.35	15.16	10.61	24.04	10.90
ENSG00000013563	0.54	2.53	4.11	0.79	0.47	12.19	1.22	1.70
ENSG00000013573	8.65	43.94	81.23	48.45	57.09	84.42	40.11	68.73
ENSG00000013583	13.64	15.18	5.12	12.98	11.35	11.83	12.25	8.26
ENSG00000013588	0.25	0.11	0.06	0.05	0.02	0.01	0.03	0.00
ENSG00000013619	0.51	0.53	0.18	0.56	0.00	0.49	0.37	1.55
ENSG00000013725	8.01	60.42	6.35	12.29	12.77	39.31	4.53	7.50
ENSG00000013810	31.02	44.48	70.22	33.46	73.00	90.61	67.10	86.88
ENSG00000014123	12.38	13.92	6.04	18.45	14.31	12.92	11.25	7.20
ENSG00000014138	14.51	12.55	28.90	9.00	19.09	29.60	27.05	28.05
ENSG00000014164	2.27	6.32	5.34	9.47	8.62	8.86	6.89	8.81
ENSG00000014216	35.69	45.04	41.23	57.36	70.23	44.73	62.72	32.44
ENSG00000014257	0.64	0.82	29.02	0.87	4.83	0.07	1.64	0.71
ENSG00000014641	158.88	88.36	110.52	68.82	101.64	120.87	299.27	137.54
ENSG00000014824	14.87	14.63	18.16	14.52	15.80	13.52	18.10	8.10
ENSG00000014914	0.22	0.87	0.28	0.51	0.40	0.64	0.94	0.44
ENSG00000014919	9.27	14.74	20.75	15.82	22.92	18.11	18.86	15.04
ENSG00000015133	26.83	51.66	72.22	59.03	65.24	42.49	42.52	53.90
ENSG00000015153	20.89	10.44	11.32	13.70	11.15	14.32	15.42	16.01
ENSG00000015171	11.85	15.52	6.80	18.60	5.59	9.12	4.68	3.96
ENSG00000015285	23.19	34.22	10.27	28.94	76.13	41.63	39.80	53.34
ENSG00000015413	0.45	0.46	0.19	0.79	0.29	0.00	0.02	0.33
ENSG00000015475	66.41	19.45	52.71	28.21	88.97	41.79	34.98	17.47
ENSG00000015479	174.05	132.66	182.36	146.70	142.49	138.22	158.23	71.28
ENSG00000015520	0.02	0.05	0.06	0.02	0.01	0.02	0.01	0.02
ENSG00000015532	8.25	12.99	13.60	11.54	12.70	11.03	5.75	10.87
ENSG00000015568	4.05	3.03	3.38	3.98	2.23	2.06	0.87	1.05
ENSG00000015592	0.02	0.07	0.00	0.07	0.16	0.02	0.02	0.07
ENSG00000015676	15.06	21.07	20.56	18.26	18.68	18.03	43.20	36.09
ENSG00000016082	0.00	0.09	0.05	0.00	0.00	0.00	0.01	0.00
ENSG00000016391	0.23	1.40	1.89	1.90	2.17	4.07	4.66	19.18
ENSG00000016402	0.09	0.29	0.12	0.04	0.02	0.00	0.05	0.00
ENSG00000016490	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
ENSG00000016602	0.07	0.54	0.02	0.01	0.00	0.00	0.01	0.00
ENSG00000016864	29.50	31.11	28.81	25.57	19.77	34.88	20.84	22.64
ENSG00000017260	12.71	23.89	26.55	21.58	20.90	34.47	28.71	18.26
ENSG00000017373	0.12	0.04	0.17	1.12	0.74	0.19	0.11	0.69
ENSG00000017427	3.48	2.57	1.11	6.09	1.57	1.11	0.66	1.75
ENSG00000017483	10.79	14.50	43.26	17.25	15.64	59.87	10.26	2.15
ENSG00000017621	0.52	0.61	0.33	0.96	0.41	0.69	0.72	1.01
ENSG00000017797	8.20	16.47	23.70	17.30	20.51	18.71	21.54	5.14
ENSG00000018189	7.67	18.91	19.47	29.07	22.48	22.93	14.41	27.91
ENSG00000018236	0.43	0.76	0.31	0.10	0.23	0.04	0.02	0.00
ENSG00000018280	1.18	0.65	0.63	0.89	1.32	0.49	16.83	0.53
ENSG00000018408	4.65	3.72	1.22	2.61	2.46	1.19	4.33	0.69
ENSG00000018510	4.19	5.83	8.46	5.94	9.57	6.50	9.70	2.18
ENSG00000018607	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00
ENSG00000018610	12.77	12.27	16.56	12.06	26.22	7.87	19.50	6.38
ENSG00000018625	0.02	1.36	0.09	0.43	0.07	0.01	0.18	0.02
ENSG00000018699	5.56	8.64	9.09	4.82	15.28	9.98	10.56	5.04
ENSG00000018869	3.15	2.47	0.84	1.17	0.54	1.06	1.28	0.58
ENSG00000019102	0.11	0.71	0.16	0.19	0.03	0.05	0.28	0.17
ENSG00000019144	3.98	10.21	10.46	8.81	4.70	5.09	13.20	9.89
ENSG00000019169	4.55	2.36	24.57	1.58	0.82	3.79	78.15	3.32
ENSG00000019186	0.07	1.02	0.13	0.01	0.28	0.25	0.02	0.00
ENSG00000019485	0.75	1.29	2.47	1.48	1.55	1.41	3.41	1.06
ENSG00000019505	0.02	0.01	0.05	0.03	0.08	0.01	0.02	0.02
ENSG00000019549	1.68	2.73	1.19	3.12	1.25	0.89	7.45	0.84
ENSG00000019582	3053.81	3940.77	3557.50	4252.87	5428.32	6748.67	5178.95	7733.46
ENSG00000019991	0.77	1.17	0.20	0.43	0.33	0.31	1.04	0.19
ENSG00000019995	4.74	7.20	5.34	8.22	5.92	5.10	6.97	4.49
ENSG00000020129	4.05	7.11	10.30	8.99	9.41	8.92	3.99	4.51
ENSG00000020181	1.29	5.41	2.20	3.29	3.97	1.52	4.96	1.21
ENSG00000020219	0.02	0.00	0.08	0.03	0.02	0.00	0.02	0.13
ENSG00000020256	2.81	4.19	5.32	4.18	6.90	4.99	4.22	3.41
ENSG00000020426	22.22	11.66	14.49	13.62	21.77	13.91	34.56	17.64
ENSG00000020577	1.90	4.37	1.29	3.71	3.05	3.48	5.40	2.76
ENSG00000020633	17.11	30.68	22.55	26.01	41.97	27.29	16.19	15.90
ENSG00000020922	5.03	14.83	14.76	8.95	14.98	10.26	11.09	17.22
ENSG00000021300	4.32	6.95	8.72	2.65	24.31	2.58	1.73	4.17
ENSG00000021355	36.53	50.74	29.43	33.51	26.26	38.91	90.29	23.70
ENSG00000021461	0.07	0.18	0.11	0.12	0.19	0.12	0.04	0.11
ENSG00000021488	0.27	0.31	0.06	0.49	0.15	0.19	0.05	0.20
ENSG00000021574	10.34	5.12	5.63	5.57	8.96	4.52	4.04	3.05
ENSG00000021645	0.37	0.64	0.27	0.28	0.22	0.07	0.08	0.37
ENSG00000021762	1.93	3.29	2.81	2.59	1.88	2.53	3.98	2.06
ENSG00000021776	10.55	12.42	12.67	16.09	18.55	21.44	12.56	22.43
ENSG00000021826	0.18	0.23	1.04	0.60	0.38	0.37	0.46	0.28
ENSG00000021852	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000022267	15.10	32.84	6.38	20.34	4.67	3.52	9.89	1.88
ENSG00000022277	52.78	55.46	68.27	53.08	57.21	56.70	67.89	39.23
ENSG00000022355	0.00	0.01	0.02	0.00	0.00	0.00	0.00	0.00
ENSG00000022556	0.54	0.19	0.12	1.37	8.81	0.68	0.07	1.61
ENSG00000022567	1.47	3.67	3.06	4.50	3.22	3.66	3.39	4.38
ENSG00000022840	53.56	55.44	23.20	49.88	61.40	80.82	50.32	141.56
ENSG00000022976	10.58	11.26	14.08	12.88	8.87	13.27	11.32	38.84
ENSG00000023041	24.14	35.26	34.58	29.40	24.88	38.71	22.52	35.98
ENSG00000023171	0.91	4.02	17.16	10.88	40.82	4.25	2.91	19.98
ENSG00000023191	34.39	62.40	68.63	49.77	53.84	67.05	61.32	22.50
ENSG00000023228	6.31	13.59	21.87	13.85	17.86	15.85	30.91	7.96
ENSG00000023287	8.48	8.76	5.81	9.32	7.42	6.62	8.95	3.72
ENSG00000023318	13.57	14.20	8.59	16.62	9.56	19.77	44.98	11.96
ENSG00000023330	13.57	17.92	31.88	19.97	30.15	34.04	41.86	19.55
ENSG00000023445	65.14	76.83	98.15	92.85	134.30	55.02	91.78	67.74
ENSG00000023516	12.11	11.16	10.49	14.59	14.95	9.06	13.10	3.26
ENSG00000023572	11.32	5.59	14.35	8.03	8.23	9.16	13.64	17.62
ENSG00000023608	4.89	4.46	10.26	4.06	30.95	6.44	5.70	5.29
ENSG00000023697	17.10	11.55	7.87	12.68	13.76	19.41	21.12	15.54
ENSG00000023734	106.60	38.39	30.08	26.91	38.29	61.49	58.62	58.58
ENSG00000023839	0.21	0.84	0.23	1.21	0.42	0.47	0.12	0.69
ENSG00000023892	65.78	103.38	22.44	78.21	60.24	79.28	28.24	115.02
ENSG00000023902	166.57	85.31	67.28	108.82	78.01	70.30	41.32	44.08
ENSG00000023909	2.23	3.01	2.09	2.71	3.30	1.75	2.10	0.83
ENSG00000024048	6.19	8.93	8.02	10.14	9.55	7.96	6.72	8.37
ENSG00000024422	3.76	7.10	2.56	6.98	3.91	1.82	11.80	1.42
ENSG00000024526	2.86	2.64	8.18	2.85	9.42	2.62	9.43	4.82
ENSG00000024862	15.78	17.97	8.98	19.58	12.31	17.27	20.28	6.15
ENSG00000025039	3.57	3.25	1.21	5.16	8.07	3.11	8.67	4.80
ENSG00000025156	4.82	8.08	4.88	5.84	8.93	9.17	7.22	6.31
ENSG00000025293	3.91	8.79	6.61	10.02	10.29	4.59	5.90	3.96
ENSG00000025423	4.27	0.80	1.61	0.89	0.85	0.50	1.67	0.68
ENSG00000025434	85.27	34.87	30.44	76.58	59.46	129.32	69.20	148.98
ENSG00000025708	83.68	65.68	49.31	71.58	65.09	92.67	55.51	40.00
ENSG00000025770	31.96	25.19	31.86	22.07	40.21	45.55	39.34	33.74
ENSG00000025772	7.35	13.33	21.81	7.74	12.28	15.23	21.21	6.02
ENSG00000025796	22.66	27.02	12.33	32.91	24.95	34.67	20.09	40.13
ENSG00000025800	3.33	7.37	11.03	9.89	10.17	7.02	7.32	3.07
ENSG00000026025	737.57	750.60	241.68	692.95	536.23	480.34	485.38	339.34
ENSG00000026036	0.84	3.49	3.92	4.11	3.56	6.86	2.27	3.30
ENSG00000026103	15.22	15.97	6.87	28.46	71.43	13.16	7.40	13.67
ENSG00000026297	138.12	120.67	54.14	182.42	89.01	110.97	56.13	73.97
ENSG00000026508	205.25	125.84	247.14	179.63	161.25	104.58	97.94	99.58
ENSG00000026559	0.14	0.49	0.50	0.49	0.26	0.92	0.05	0.06
ENSG00000026652	1.22	3.79	3.17	3.25	0.70	1.49	2.24	2.34
ENSG00000026751	12.16	40.89	31.21	121.76	13.06	116.94	24.80	69.10
ENSG00000026950	7.90	63.64	23.57	78.10	44.47	53.43	10.33	44.39
ENSG00000027001	10.03	5.35	5.86	2.57	4.57	7.77	3.27	6.75
ENSG00000027075	7.63	35.35	5.69	12.35	17.44	29.57	6.51	6.82
ENSG00000027644	0.02	0.28	0.01	0.01	0.02	0.20	0.12	0.04
ENSG00000027697	46.19	58.18	21.32	77.12	45.65	41.37	22.70	45.63
ENSG00000027847	9.23	11.98	14.38	13.75	12.30	15.28	11.51	20.07
ENSG00000027869	4.24	12.75	22.89	5.29	5.83	40.25	32.10	15.10
ENSG00000028116	15.93	17.31	13.70	22.03	27.41	16.49	15.31	21.15
ENSG00000028137	26.14	46.68	13.74	45.31	38.66	37.64	12.10	19.10
ENSG00000028203	13.63	21.87	26.73	19.53	12.30	29.33	76.35	32.86
ENSG00000028277	46.62	34.18	163.17	68.31	147.98	81.97	95.83	31.78
ENSG00000028310	16.67	29.32	31.16	27.27	24.39	27.34	20.32	13.15
ENSG00000028528	19.46	39.77	50.62	48.80	63.93	45.41	42.35	39.48
ENSG00000028839	20.58	12.73	7.25	13.03	12.14	12.39	12.37	6.82
ENSG00000029153	2.21	3.98	8.19	2.15	4.58	1.95	9.49	3.05
ENSG00000029363	23.62	49.21	38.92	67.18	61.20	42.90	41.45	20.00
ENSG00000029364	9.94	11.82	16.03	15.91	14.36	13.20	14.60	15.25
ENSG00000029534	0.72	3.19	2.30	2.24	4.42	2.64	20.14	2.35
ENSG00000029559	0.00	0.03	0.00	0.00	0.00	0.00	3.89	0.00
ENSG00000029639	6.82	11.18	5.51	10.63	12.28	15.18	13.54	14.48
ENSG00000029725	17.57	19.48	14.91	21.40	21.59	17.61	27.06	13.67
ENSG00000029993	5.33	7.15	19.51	5.41	23.17	14.93	24.97	40.86
ENSG00000030066	17.12	14.57	23.93	17.62	19.81	16.58	12.22	7.77
ENSG00000030110	14.45	16.47	27.49	20.42	22.43	26.30	14.74	25.09
ENSG00000030304	0.05	1.39	0.41	0.32	1.05	0.11	0.00	0.03
ENSG00000030419	1.49	4.37	1.77	1.55	3.66	3.59	2.19	0.81
ENSG00000030582	84.83	126.70	152.06	135.39	111.48	149.17	166.08	85.74
ENSG00000031003	9.09	12.79	10.51	18.23	17.38	11.39	13.47	15.96
ENSG00000031081	1.14	3.57	3.05	5.08	9.07	3.12	2.19	2.05
ENSG00000031544	0.07	0.03	0.04	0.01	0.06	0.03	0.09	0.05
ENSG00000031691	6.11	4.99	6.81	4.26	5.30	7.71	7.19	3.66
ENSG00000031698	33.37	54.60	47.43	45.64	63.99	43.92	43.53	19.47
ENSG00000031823	16.85	29.35	33.06	27.86	51.00	35.77	37.11	28.02
ENSG00000032219	9.13	9.40	8.14	15.50	11.07	5.63	7.82	6.63
ENSG00000032389	12.52	12.85	18.44	11.37	20.87	16.62	18.68	12.03
ENSG00000032444	34.78	33.05	26.78	30.09	24.30	33.19	18.13	36.94
ENSG00000032742	10.47	5.19	3.22	4.58	2.91	4.20	3.44	4.42
ENSG00000033011	6.72	10.73	15.17	13.81	7.67	13.94	10.48	4.67
ENSG00000033030	22.49	26.85	11.34	24.96	19.38	31.91	15.24	45.90
ENSG00000033050	5.70	17.86	29.81	14.04	24.93	15.09	23.08	12.40
ENSG00000033100	7.92	17.85	14.02	23.15	11.32	19.93	17.50	15.23
ENSG00000033122	0.10	0.10	0.12	0.08	0.15	0.09	0.17	0.06
ENSG00000033170	54.25	19.43	56.95	69.80	35.80	55.83	23.22	13.09
ENSG00000033178	11.52	11.43	11.94	15.70	14.19	11.24	9.29	10.88
ENSG00000033327	2.15	3.51	2.32	9.76	11.29	3.06	2.97	1.27
ENSG00000033627	7.32	17.21	32.45	38.32	33.43	19.85	17.79	25.25
ENSG00000033800	9.27	13.67	12.27	20.57	20.37	10.35	20.01	9.77
ENSG00000033867	7.50	7.56	11.77	11.64	14.08	7.06	4.98	3.08
ENSG00000034053	0.63	6.69	0.80	3.45	3.99	0.80	1.72	0.68
ENSG00000034063	13.94	10.43	36.74	9.37	22.47	28.10	22.80	8.34
ENSG00000034152	23.58	28.93	32.79	24.62	39.08	41.37	81.20	27.97
ENSG00000034239	0.05	0.04	0.03	0.01	0.03	0.06	0.05	0.00
ENSG00000034510	3010.61	2093.91	1501.72	1456.31	1360.91	2564.73	1503.26	1986.77
ENSG00000034533	1.84	6.02	4.93	5.17	4.27	6.01	3.89	2.89
ENSG00000034677	31.35	36.45	14.97	40.53	56.50	60.71	21.83	24.36
ENSG00000034693	7.39	8.32	4.21	6.88	13.59	9.47	8.21	7.77
ENSG00000034713	108.07	58.10	52.20	61.25	48.06	53.45	116.29	24.20
ENSG00000034971	0.00	0.99	0.02	0.00	0.00	0.01	0.00	0.00
ENSG00000035115	45.20	20.43	15.15	16.23	6.61	12.16	5.61	7.00
ENSG00000035141	28.00	25.37	33.73	20.67	25.39	38.87	25.55	30.71
ENSG00000035403	13.99	11.80	4.82	6.73	8.76	3.58	23.05	4.92
ENSG00000035499	4.95	4.46	16.64	4.60	11.46	8.41	18.84	6.10
ENSG00000035664	5.76	2.21	1.72	4.74	3.60	3.67	1.31	1.57
ENSG00000035681	10.51	26.99	25.97	18.68	16.30	25.90	35.11	16.75
ENSG00000035687	17.04	23.77	34.90	28.51	38.33	32.81	19.74	14.91
ENSG00000035720	16.88	24.45	7.41	21.77	29.01	24.88	79.12	50.43
ENSG00000035862	13.57	25.48	7.67	18.19	11.79	12.51	115.43	9.53
ENSG00000035928	5.35	16.76	21.66	16.16	20.59	14.63	26.83	10.83
ENSG00000036054	15.06	14.29	13.76	15.66	9.71	16.41	11.26	10.83
ENSG00000036257	180.25	46.41	34.55	37.10	49.76	50.12	99.45	65.54
ENSG00000036448	0.23	4.48	0.09	0.17	0.09	0.12	0.60	0.39
ENSG00000036473	0.02	0.00	0.02	0.18	0.00	0.00	0.00	0.00
ENSG00000036530	0.14	0.71	0.27	0.41	0.64	0.24	0.17	0.23
ENSG00000036549	10.82	11.08	7.76	10.29	11.64	12.01	8.53	8.73
ENSG00000036565	0.31	0.37	0.10	0.19	0.21	0.09	0.00	1.33
ENSG00000036672	0.13	1.00	0.07	0.02	0.14	0.03	42.91	0.67
ENSG00000036828	0.05	0.11	0.03	0.01	0.03	0.16	0.29	0.02
ENSG00000037042	4.33	9.02	10.80	6.03	11.92	16.49	5.98	15.47
ENSG00000037241	43.49	19.45	18.59	19.08	10.71	26.98	35.68	13.58
ENSG00000037280	1.09	4.63	1.92	2.06	3.10	2.24	0.81	1.08
ENSG00000037474	21.66	41.60	61.40	50.58	54.11	50.80	41.68	18.72
ENSG00000037637	2.77	8.23	9.20	8.05	7.64	10.21	9.36	9.62
ENSG00000037749	3.17	6.54	6.57	7.53	6.88	4.41	6.15	3.80
ENSG00000037757	9.47	18.96	26.45	22.74	21.33	17.41	10.88	9.08
ENSG00000037897	10.27	13.05	24.87	9.15	13.72	28.91	12.15	28.14
ENSG00000037965	0.30	0.00	0.15	0.69	0.36	0.29	0.14	0.10
ENSG00000038002	8.73	8.53	13.72	12.08	9.65	12.92	9.27	6.40
ENSG00000038210	16.51	12.08	27.15	18.75	22.50	17.90	14.65	17.33
ENSG00000038219	7.64	20.22	20.10	25.43	24.62	18.97	14.04	11.92
ENSG00000038274	53.91	60.12	52.84	55.40	48.81	51.74	40.29	19.99
ENSG00000038295	0.43	0.82	0.18	0.22	0.46	0.22	0.82	0.11
ENSG00000038358	23.80	30.91	36.12	25.29	31.33	36.44	22.60	38.45
ENSG00000038382	12.79	16.96	21.55	24.13	29.56	3.31	14.59	17.41
ENSG00000038427	6.06	4.39	1.18	6.32	3.85	1.39	65.86	1.39
ENSG00000038532	4.04	8.21	9.87	9.17	14.63	9.37	8.93	10.61
ENSG00000038945	0.16	1.96	0.61	0.75	0.40	2.55	29.29	7.42
ENSG00000039068	4.58	13.62	2.06	1.64	3.30	5.84	0.39	9.14
ENSG00000039123	13.77	21.08	31.36	23.32	26.52	30.10	25.06	16.30
ENSG00000039139	0.26	0.04	0.02	0.01	0.03	0.00	0.01	0.05
ENSG00000039319	8.32	8.43	4.74	11.61	9.04	8.35	8.88	11.88
ENSG00000039523	12.50	22.56	14.39	20.69	26.99	21.50	12.99	14.36
ENSG00000039537	0.14	0.61	0.09	1.05	0.11	0.05	0.00	0.08
ENSG00000039560	6.52	5.34	13.18	5.38	10.74	2.05	12.07	3.25
ENSG00000039600	1.40	0.13	0.42	1.33	1.49	0.11	0.03	0.27
ENSG00000039650	23.48	28.95	36.45	30.70	33.99	43.82	17.46	23.63
ENSG00000039987	0.00	0.02	0.04	0.00	0.00	0.00	0.00	0.00
ENSG00000040199	0.66	2.54	4.56	2.68	2.81	1.73	2.11	1.41
ENSG00000040275	4.43	8.70	24.03	8.22	14.81	18.06	18.04	12.21
ENSG00000040341	11.37	8.69	12.03	14.98	18.29	12.65	22.22	6.08
ENSG00000040487	3.32	6.24	6.07	9.41	5.55	7.41	7.84	9.69
ENSG00000040531	2.22	5.49	5.64	6.78	4.15	4.91	5.25	4.01
ENSG00000040608	0.18	1.38	0.24	0.23	0.56	0.83	2.04	0.29
ENSG00000040633	11.30	24.74	27.45	25.96	25.95	37.98	19.68	22.16
ENSG00000040731	0.00	0.00	0.02	0.00	0.02	0.06	0.01	0.00
ENSG00000040933	2.57	15.13	6.72	11.32	8.01	8.36	3.67	6.40
ENSG00000041353	0.06	0.43	0.09	0.15	0.02	0.02	0.08	0.03
ENSG00000041357	210.49	110.02	151.73	96.79	123.42	210.27	139.95	126.07
ENSG00000041515	0.00	0.36	0.05	0.14	0.10	0.07	0.02	0.09
ENSG00000041802	5.55	22.53	37.73	16.33	30.31	38.67	17.07	23.77
ENSG00000041880	4.50	12.16	30.35	14.99	9.76	25.86	6.69	14.17
ENSG00000041982	24.19	30.05	11.80	20.63	22.02	13.26	36.95	5.04
ENSG00000041988	11.18	9.34	8.16	16.83	9.06	11.21	7.19	9.99
ENSG00000042062	1.00	4.93	3.19	4.07	2.89	2.30	1.16	1.86
ENSG00000042088	6.18	11.85	25.76	13.56	20.51	13.92	13.26	11.07
ENSG00000042286	4.95	4.58	5.10	8.83	4.13	10.80	6.47	5.15
ENSG00000042304	0.09	0.09	0.20	0.07	0.11	0.08	0.09	0.09
ENSG00000042317	1.91	2.41	1.22	2.45	1.01	2.49	2.10	2.42
ENSG00000042429	15.75	13.93	14.70	22.43	16.35	15.94	14.05	12.27
ENSG00000042445	5.02	11.87	12.13	21.36	13.07	13.24	8.23	6.59
ENSG00000042493	219.52	112.22	33.88	121.50	145.42	228.46	130.38	225.92
ENSG00000042753	164.46	43.51	96.29	40.51	50.29	56.86	54.83	34.44
ENSG00000042781	0.00	0.00	0.02	0.01	0.01	0.01	0.01	0.10
ENSG00000042813	0.03	0.00	0.05	0.00	0.00	0.08	0.00	0.00
ENSG00000042832	0.37	1.08	1.57	0.95	2.18	0.76	1.07	1.03
ENSG00000042980	4.11	36.41	11.22	5.73	23.38	15.79	7.09	20.53
ENSG00000043039	0.20	1.05	0.10	0.14	0.59	0.47	4.06	0.25
ENSG00000043093	12.41	6.74	16.22	7.89	14.78	6.55	10.15	5.96
ENSG00000043143	8.72	21.25	22.62	21.50	34.87	16.72	31.91	19.42
ENSG00000043355	1.13	0.01	0.91	0.08	0.66	0.00	0.01	4.39
ENSG00000043462	34.76	86.92	19.10	39.89	33.50	110.29	37.38	48.30
ENSG00000043514	13.31	12.20	21.61	9.77	13.30	14.73	8.47	14.37
ENSG00000043591	0.05	0.56	0.06	0.19	0.13	0.01	0.10	0.04
ENSG00000044012	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00
ENSG00000044090	2.74	5.13	5.46	9.12	6.61	7.09	4.61	8.73
ENSG00000044115	32.81	24.12	20.10	34.01	20.74	20.58	48.91	18.07
ENSG00000044446	11.64	18.78	16.20	14.82	26.23	16.16	16.46	21.60
ENSG00000044459	0.84	1.38	3.81	2.23	1.84	0.89	4.05	0.83
ENSG00000044524	0.60	2.33	0.39	0.59	0.31	0.12	13.32	0.03
ENSG00000044574	178.65	92.30	108.01	124.26	94.25	171.56	160.50	91.53
ENSG00000046604	0.16	0.75	1.56	1.05	0.25	0.19	5.90	0.29
ENSG00000046647	10.32	9.84	26.60	7.69	17.40	16.14	17.69	30.95
ENSG00000046651	46.68	30.96	27.59	26.55	26.21	32.82	43.93	58.60
ENSG00000046653	0.64	1.89	2.53	2.16	1.66	0.72	1.87	0.17
ENSG00000046774	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
ENSG00000046889	0.61	0.69	0.17	0.91	0.46	0.25	0.41	0.17
ENSG00000047056	5.69	11.40	7.90	10.30	9.16	8.12	5.23	6.19
ENSG00000047188	12.32	13.46	17.24	15.82	16.67	14.05	11.83	9.51
ENSG00000047230	13.03	5.37	18.98	7.53	23.40	17.93	27.54	115.44
ENSG00000047249	22.38	14.82	13.90	16.76	15.79	19.27	22.55	13.84
ENSG00000047315	16.61	42.62	43.14	39.21	48.15	39.54	36.39	27.68
ENSG00000047346	189.93	36.00	35.51	73.13	50.47	24.06	23.29	74.10
ENSG00000047365	7.96	10.21	6.30	13.39	7.10	5.78	2.23	4.32
ENSG00000047410	11.07	33.90	46.98	45.92	38.59	41.47	28.33	33.20
ENSG00000047457	3.01	25.19	6.08	3.65	3.76	10.97	4.02	0.97
ENSG00000047578	1.11	6.28	4.60	5.91	5.58	5.37	2.46	4.21
ENSG00000047579	20.30	19.06	26.42	25.85	38.11	43.65	33.32	22.41
ENSG00000047597	0.28	0.14	2.33	0.12	0.04	0.58	1.63	0.26
ENSG00000047617	0.19	0.18	0.15	0.39	0.13	0.08	0.15	0.16
ENSG00000047621	8.06	7.95	4.76	11.06	11.63	7.95	7.83	11.15
ENSG00000047634	2.83	10.58	1.52	2.47	2.43	3.15	1.42	2.63
ENSG00000047644	5.66	11.46	20.83	15.49	30.82	14.01	11.11	8.38
ENSG00000047648	5.39	1.01	0.19	0.81	0.35	0.13	0.26	0.11
ENSG00000047662	1.00	2.82	2.69	4.05	3.20	2.16	1.19	0.77
ENSG00000047849	14.84	26.61	52.92	32.67	31.01	35.40	29.55	12.70
ENSG00000047932	7.26	17.74	7.57	16.23	13.59	14.42	10.70	10.59
ENSG00000047936	0.00	0.00	0.01	0.01	0.00	0.00	0.05	0.00
ENSG00000048028	4.02	7.22	11.81	13.50	41.21	8.30	8.98	10.50
ENSG00000048052	17.73	8.77	25.24	32.49	6.04	5.33	57.19	7.20
ENSG00000048140	9.25	15.26	9.50	11.36	7.32	17.67	11.63	11.19
ENSG00000048162	20.19	19.38	49.73	13.50	24.24	47.55	25.47	35.19
ENSG00000048342	1.40	1.74	0.74	0.90	0.65	0.67	0.66	0.37
ENSG00000048392	8.66	7.24	5.65	9.49	9.63	6.12	18.97	5.97
ENSG00000048405	5.01	9.23	10.26	7.28	12.01	10.03	8.06	8.67
ENSG00000048462	4.56	13.63	2.03	44.00	10.36	54.22	25.80	14.07
ENSG00000048471	10.55	7.50	6.70	12.62	15.51	5.82	6.73	3.72
ENSG00000048540	0.15	0.14	0.16	1.58	0.00	0.03	0.07	0.11
ENSG00000048544	16.02	13.50	19.00	16.85	18.29	16.45	19.77	12.55
ENSG00000048545	0.14	0.04	0.26	0.00	0.00	0.00	0.88	0.00
ENSG00000048649	11.13	7.59	10.96	12.16	10.33	7.83	8.30	9.24
ENSG00000048707	5.72	13.29	10.96	14.34	12.25	9.24	6.43	6.94
ENSG00000048740	8.16	23.07	13.57	27.96	11.32	9.74	3.68	3.73
ENSG00000048828	27.45	38.84	51.44	44.66	29.08	35.09	41.32	31.07
ENSG00000048991	19.06	13.13	16.92	16.97	20.15	15.68	14.33	13.30
ENSG00000049089	4.80	8.65	4.42	14.15	18.56	23.11	10.91	18.92
ENSG00000049130	1.54	4.54	0.43	1.99	0.69	0.37	1.20	0.12
ENSG00000049167	3.67	3.50	6.10	3.74	4.15	3.82	3.99	4.06
ENSG00000049192	0.21	0.68	1.21	2.69	1.49	1.89	0.81	2.94
ENSG00000049239	2.50	9.48	3.83	8.35	5.14	4.31	6.23	3.39
ENSG00000049245	18.02	22.86	12.05	22.34	17.70	18.38	22.22	17.55
ENSG00000049246	4.02	3.42	1.31	3.10	1.81	2.27	0.58	2.41
ENSG00000049247	1.54	1.25	0.03	0.19	0.41	21.62	0.28	0.79
ENSG00000049249	3.16	3.15	1.67	4.58	9.27	9.01	2.33	2.38
ENSG00000049283	0.00	0.17	0.05	0.05	0.03	0.01	0.01	0.02
ENSG00000049319	0.16	0.03	0.09	0.03	0.05	0.03	0.02	0.03
ENSG00000049323	1.89	11.64	1.80	2.33	2.93	3.28	34.96	1.23
ENSG00000049449	23.56	21.56	21.43	27.89	13.97	28.80	25.20	16.50
ENSG00000049540	2.89	3.81	1.21	1.20	2.09	0.49	1.12	0.79
ENSG00000049541	10.88	7.24	15.25	8.18	17.76	12.27	18.35	21.89
ENSG00000049618	7.55	13.79	12.17	18.55	19.63	11.16	9.59	9.54
ENSG00000049656	26.02	53.76	92.00	155.89	63.01	102.51	47.61	41.19
ENSG00000049759	12.44	5.98	6.75	5.20	7.62	8.01	6.13	7.60
ENSG00000049768	2.33	7.71	0.93	1.60	2.33	3.55	0.60	0.76
ENSG00000049769	0.76	1.19	0.66	0.84	0.32	0.45	0.52	0.69
